a.name,e.latitude,e.longitude,e.city,e.type,e.startdate,e.venue
Otto Modersohn,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Heinrich Richter-Berlin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Heinrich Richter-Berlin,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Karl Anderson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Karl Anderson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Karl Anderson,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Karl Anderson,40.7,-74,New York,group,1915,Montross Gallery
Paul Burlin,40.7,-74,New York,group,1915,Montross Gallery
Daniel Putnam Brinley,40.7,-74,New York,group,1913,Montross Gallery
Daniel Putnam Brinley,40.7,-74,New York,group,1915,Montross Gallery
Daniel Putnam Brinley,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Daniel Putnam Brinley,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Daniel Putnam Brinley,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edith Woodman Burroughs,40.7,-74,New York,group,1915,Montross Gallery
Edith Varian Cockcroft,40.7,-74,New York,group,1915,Montross Gallery
Sarah Morris Greene,40.7,-74,New York,group,1915,Montross Gallery
Samuel Halpert,40.7,-74,New York,group,1915,Montross Gallery
Samuel Halpert,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Samuel Halpert,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry Lee McFee,40.7,-74,New York,group,1915,Montross Gallery
Charles P. Reiffel,40.7,-74,New York,group,1915,Montross Gallery
Sydney Dale Shaw,40.7,-74,New York,group,1915,Montross Gallery
Sydney Dale Shaw,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Sydney Dale Shaw,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Sydney Dale Shaw,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Eugene Edward Speicher,40.7,-74,New York,group,1913,Montross Gallery
Eugene Edward Speicher,40.7,-74,New York,group,1915,Montross Gallery
Allen Tucker,40.7,-74,New York,group,1915,Montross Gallery
Allen Tucker,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Allen Tucker,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Allen Tucker,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Julius Hess,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Julius Hess,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Walter Püttner,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Honoré Daumier,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Honoré Daumier,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Eugène Delacroix,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Eugène Delacroix,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Hans Hartig,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Ludwig von Herterich,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Jules Leon Flandrin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jules Leon Flandrin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jules Leon Flandrin,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Hans Olde,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Carl Albrecht,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Fritz Baer,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hans von Bartels,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Julius Hugo Bergmann,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Carl Blos,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Eugen Felix Prosper Bracht,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Otto Heinrich Engel,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Oskar Frenzel,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Otto Heichert,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hans Herrmann,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Olof August Andreas Jernberg,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Friedrich Kallmorgen,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Arthur Kampf,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Eugen Kampf,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Friedrich August von Kaulbach,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Friedrich Klein-Chevalier,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Arthur Langhammer,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Franz Seraph von Lenbach,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Ludwig von Löfftz,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hans Looschen,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Adolph Menzel,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Paul Friedrich Meyerheim,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Adolf Münzer,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hans Petersen,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Paul René Reinicke,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Gustav Schönleber,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Rudolf Schulte im Hofe,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Johann Sperl,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Eduard Thöny,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hugo Vogel,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Georges Léon Dufrenoy,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Georges Léon Dufrenoy,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Georges Léon Dufrenoy,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jean-Baptiste-Camille Corot,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jean-Baptiste-Camille Corot,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Camille Pissarro,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Camille Pissarro,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Gustaf Fjaestad,40.7,-74,New York,group,1912,American Art Galleries
Gustaf Fjaestad,40.7,-74,New York,group,1912,The American Scandinavian Society
Gustaf Fjaestad,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Anna Katarina Boberg,40.7,-74,New York,group,1912,American Art Galleries
Anna Katarina Boberg,40.7,-74,New York,group,1912,The American Scandinavian Society
Anna Katarina Boberg,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Carl Larsson,40.7,-74,New York,group,1912,American Art Galleries
Carl Larsson,40.7,-74,New York,group,1912,The American Scandinavian Society
Carl Larsson,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Eugène Zak,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Eugène Zak,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Eugène Zak,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Alfred Sisley,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Alfred Sisley,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Alexandre Blanchet,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Alexandre Blanchet,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Alexandre Blanchet,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
"Nathaniel, II Hone",40.7,-74,New York,group,1913,Armory of the 69th Infantry
"Nathaniel, II Hone",40.7,-74,New York,group,1913,Association of American Painters and Sculptors
"Nathaniel, II Hone",40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jean-Auguste-Dominique Ingres,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jean-Auguste-Dominique Ingres,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jean-Auguste-Dominique Ingres,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Alfred Kirstein,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Alfred Kirstein,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Alfred Kirstein,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Derwent Lees,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Derwent Lees,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Derwent Lees,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Max Mayrshofer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Max Mayrshofer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Max Mayrshofer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
George William Russell,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
George William Russell,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
George William Russell,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles Emmanuel Serret,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles Emmanuel Serret,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Emmanuel Serret,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Haslewood Shannon,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Haslewood Shannon,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Haslewood Shannon,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Philip Wilson Steer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Philip Wilson Steer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Philip Wilson Steer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Félix Elie Tobeen,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Félix Elie Tobeen,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Félix Elie Tobeen,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Friedrich August Weinzheimer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Friedrich August Weinzheimer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Friedrich August Weinzheimer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jack B. Yeats,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jack B. Yeats,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jack B. Yeats,40.7,-74,New York,group,1913,Armory of the 69th Infantry
John Herbert Alger,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Herbert Alger,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Herbert Alger,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Chester Beach,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marion H. Beckett,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marion H. Beckett,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marion H. Beckett,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Joseph Bernard,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Joseph Bernard,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Joseph Bernard,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Theodore Earl Butler,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Theodore Earl Butler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Theodore Earl Butler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Oscar Edward Cesare,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Oscar Edward Cesare,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Oscar Edward Cesare,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Oliver Newberry Chaffee,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Oliver Newberry Chaffee,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Oliver Newberry Chaffee,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Robert Winthrop Chanler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Emilie Charmy,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Emilie Charmy,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Emilie Charmy,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Gustave Cimiotti,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Gustave Cimiotti,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Gustave Cimiotti,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Nicolas Alexandrovitch Tarkhoff,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Nicolas Alexandrovitch Tarkhoff,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Nicolas Alexandrovitch Tarkhoff,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Howard Colluzzi,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kate Cory,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Kate Cory,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kate Cory,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Joseph Frank Currier,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Joseph Frank Currier,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Joseph Frank Currier,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Léon Dabo,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Léon Dabo,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Léon Dabo,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Andrew Dasburg,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Andrew Dasburg,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Andrew Dasburg,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jo Davidson,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jo Davidson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jo Davidson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edith Dimock,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edith Dimock,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edith Dimock,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Katherine Sophie Dreier,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Katherine Sophie Dreier,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Katherine Sophie Dreier,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Aileen Dresser,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Aileen Dresser,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Aileen Dresser,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Florence Esté,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Florence Esté,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Florence Esté,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Mary Foote,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Mary Foote,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Mary Foote,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kenneth Frazier,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Kenneth Frazier,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kenneth Frazier,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Arthur Freund,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Arthur Freund,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Freund,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ernest Fuhr,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ernest Fuhr,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ernest Fuhr,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Anne Goldthwaite,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Anne Goldthwaite,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Anne Goldthwaite,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Bernard Gussow,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Bernard Gussow,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Bernard Gussow,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Childe Hassam,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Childe Hassam,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Childe Hassam,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Childe Hassam,40.7,-74,New York,solo,1914,Montross Gallery
Eugene Higgins,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Eugene Higgins,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Eugene Higgins,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Albert Humphrey,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Albert Humphrey,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Albert Humphrey,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henry George Keller,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henry George Keller,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry George Keller,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edith L. King,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edith L. King,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edith L. King,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Adolph Kleiminger,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Adolph Kleiminger,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Adolph Kleiminger,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Edward Adam Kramer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Edward Adam Kramer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edward Adam Kramer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edward Adam Kramer,40.7,-74,New York,group,1913,Montross Gallery
Leon Kroll,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Leon Kroll,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Leon Kroll,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Lee,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Lee,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Arthur Lee,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jonas Lie,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jonas Lie,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jonas Lie,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Elmer Livingston McRae,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Carl Mager,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Carl Mager,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Carl Mager,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Edward Middleton Manigault,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Edward Middleton Manigault,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edward Middleton Manigault,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kathleen McEnery,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kathleen McEnery,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kathleen McEnery,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charlotte Meltzer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charlotte Meltzer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charlotte Meltzer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
David Brown Milne,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
David Brown Milne,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
David Brown Milne,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jerome Myers,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jerome Myers,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jerome Myers,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Frank Arthur Nankivell,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Frank Arthur Nankivell,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Frank Arthur Nankivell,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marjorie Organ,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marjorie Organ,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marjorie Organ,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Walter Pach,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Walter Pach,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Walter Pach,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Agnes Pelton,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Agnes Pelton,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Agnes Pelton,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles H. Pepper,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles H. Pepper,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles H. Pepper,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Harriet S. Phillips,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Harriet S. Phillips,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Harriet S. Phillips,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Louise Josephine Pope,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Louise Josephine Pope,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Louise Josephine Pope,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
May Wilson Preston,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
May Wilson Preston,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
May Wilson Preston,40.7,-74,New York,group,1913,Armory of the 69th Infantry
James Pryde,40.7,-74,New York,group,1913,Armory of the 69th Infantry
James Pryde,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
James Pryde,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Katherine Nash Rhoades,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Katherine Nash Rhoades,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Katherine Nash Rhoades,40.7,-74,New York,group,1913,Armory of the 69th Infantry
William Rimmer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
William Rimmer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
William Rimmer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Boardman Robinson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Boardman Robinson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Boardman Robinson,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Mary G. Rogers,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Mary G. Rogers,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Mary G. Rogers,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Paul Rohland,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Paul Rohland,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Paul Rohland,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles Carey Rumsey,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles Carey Rumsey,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Carey Rumsey,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
William Emile Schumacher,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
William Emile Schumacher,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
William Emile Schumacher,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Carl Sprinchorn,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Carl Sprinchorn,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Carl Sprinchorn,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry Fitch Taylor,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henry Fitch Taylor,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henry Fitch Taylor,40.7,-74,New York,group,1913,Armory of the 69th Infantry
William N. Taylor,40.7,-74,New York,group,1913,Armory of the 69th Infantry
William N. Taylor,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
William N. Taylor,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Alden Twachtman,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Alden Twachtman,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Alden Twachtman,40.7,-74,New York,group,1913,Montross Gallery
John Alden Twachtman,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Frank Matson Walts,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
E. Ambrose Webster,40.7,-74,New York,group,1913,Armory of the 69th Infantry
E. Ambrose Webster,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
E. Ambrose Webster,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Julian Alden Weir,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Julian Alden Weir,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Julian Alden Weir,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Henry Young,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Arthur Henry Young,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Henry Young,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Mahonri Mackintosh Young,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Mahonri Mackintosh Young,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Mahonri Mackintosh Young,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Gunnar August Hallström,40.7,-74,New York,group,1912,American Art Galleries
Gunnar August Hallström,40.7,-74,New York,group,1912,The American Scandinavian Society
Gunnar August Hallström,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Otto Hesselbom,40.7,-74,New York,group,1912,American Art Galleries
Otto Hesselbom,40.7,-74,New York,group,1912,The American Scandinavian Society
Otto Hesselbom,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Everett Shinn,40.7,-74,New York,group,1908,Macbeth Galleries
Søren Onsager,40.7,-74,New York,group,1912,American Art Galleries
Søren Onsager,40.7,-74,New York,group,1912,The American Scandinavian Society
Søren Onsager,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Dagfin Werenskiold,40.7,-74,New York,group,1912,American Art Galleries
Dagfin Werenskiold,40.7,-74,New York,group,1912,The American Scandinavian Society
Dagfin Werenskiold,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Franz M. Jansen,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Franz M. Jansen,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jens Ferdinand Willumsen,40.7,-74,New York,group,1912,American Art Galleries
Jens Ferdinand Willumsen,40.7,-74,New York,group,1912,The American Scandinavian Society
Jens Ferdinand Willumsen,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Jacqueline Marval,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jacqueline Marval,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Bittinger,40.7,-74,New York,group,1913,Montross Gallery
Bertram Hartman,40.7,-74,New York,group,1913,Montross Gallery
Elmer Livingston MacRae,40.7,-74,New York,group,1913,Montross Gallery
Elmer Livingston MacRae,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Elmer Livingston MacRae,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Van Dearing Perrine,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Van Dearing Perrine,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Van Dearing Perrine,40.7,-74,New York,group,1913,Montross Gallery
James M. Preston,40.7,-74,New York,group,1913,Armory of the 69th Infantry
James M. Preston,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
